id,act_id,articol_nr,articol_label,titlu_nr,titlu_denumire,capitol_nr,capitol_denumire,sectiune_nr,sectiune_denumire,subsectiune_nr,subsectiune_denumire,text_articol,issue,explicatie,ordine,created_at,updated_at,ai_status,ai_processed_at,ai_error,metadate,issue_monitoring_id
7557,75,101,Articolul 101,,Gazele naturale,,Autorități și competențe,,,,,"Strategia și politica energetică în sectorul gazelor natural...(1)...Strategia energetică națională definește obiectivele sectorului gazelor naturale pe termen mediu și lung și modalitățile de realizare a acestora, în condițiile asigurării unei dezvoltări durabile a economiei naționale. Strategia energetică se elaborează de ministerul de resort și se aprobă de Guvern, cu consultarea organizațiilor neguvernamentale, a partenerilor sociali și a reprezentanților mediului de afaceri....(2)...Politica energetică, urmărind direcțiile stabilite prin strategia energetică, este elaborată de ministerul de resort, pe baza programului de guvernare, pentru un interval de timp mediu și cu considerarea evoluțiilor probabile pe termen lung, cu consultarea organizațiilor neguvernamentale, a partenerilor sociali și a reprezentanților mediului de afaceri, având în vedere, în principal:a)constituirea cadrului instituțional corespunzător, prin stabilirea organismelor și a autorității competente pentru realizarea acestei politici;...b)asigurarea securității în aprovizionarea cu gaze naturale;...c)prognozarea importurilor și a exporturilor de gaze naturale;...d)elaborarea programelor de dezvoltare în sectorul gazelor naturale;...e)asigurarea protecției mediului;...f)creșterea eficienței economice și/sau energetice în producția, înmagazinarea, transportul, distribuția și utilizarea gazelor naturale;...g)stimularea dezvoltării capacităților de înmagazinare a gazelor naturale, a capacităților de injecție/extracție din depozite și a constituirii stocurilor strategice;...h)precizarea liniilor directoare privind cercetarea și dezvoltarea specifice sectorului gazelor naturale și promovarea tehnologiilor avansate în domeniu;...i)dezvoltarea cooperării internaționale.......(3)...Guvernul, ministerul de resort și celelalte organe de specialitate ale administrației publice centrale iau măsuri pentru realizarea obiectivelor politicii energetice prevăzute la alin. (2) și examinează, anual sau ori de câte ori este necesar, stadiul îndeplinirii prevederilor acestuia.",,,101,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7558,75,102,Articolul 102,,Gazele naturale,,Autorități și competențe,,,,,"Atribuțiile ministerului de resort...Ministerul de resort elaborează politica în domeniul gazelor naturale și asigură ducerea la îndeplinire a acesteia, în condițiile prevederilor prezentului titlu, având următoarele atribuții principale:a)implementează politica energetică a Guvernului;...b)elaborează programe și planuri de măsuri pentru aplicarea politicii Guvernului în sectorul gazelor naturale;...c)asigură elaborarea de studii pe baza cărora urmează a fi stabilite prioritățile privind investițiile din sectorul gazelor naturale;...d)elaborează proiecte de acte normative pentru sectorul gazelor naturale, cu consultarea părților interesate;...e)exercită calitatea de concedent pentru serviciul public de distribuție a gazelor naturale și pentru concesionarea bunurilor din domeniul public al statului aferente sectorului gazelor naturale;...f)supraveghează aplicarea și respectarea măsurilor stabilite pentru protecția mediului de către participanții la activitățile din sectorul gazelor naturale;...g)asigură armonizarea cu standardele și reglementările Uniunii Europene în domeniul gazelor naturale și creează mecanismele necesare aplicării acestora;...h)asigură monitorizarea respectării angajamentelor asumate prin Tratatul de aderare la Uniunea Europeană pentru sectorul gazelor naturale și coordonează transpunerea și implementarea acestor angajamente de către instituțiile implicate;...i)elaborează și fundamentează, împreună cu Ministerul Muncii, Familiei și Protecției Sociale și cu organizațiile patronale și sindicale, propunerile de politică socială specifice sectorului gazelor naturale, programele de asistență socială și medicală, de asigurări de risc și accidente, în vederea evitării riscurilor profesionale și a reabilitării celor care au suferit accidente de muncă și boli profesionale;...j)monitorizează aspectele privind siguranța alimentării, în special privind echilibrul cerere/ofertă de pe piața națională, la nivelul cererii viitoare prognozate și al rezervelor disponibile, la capacitatea suplimentară avută în vedere, planificată sau în construcție, la calitatea și nivelul de întreținere a rețelelor, precum și la măsurile necesare pentru a se face față vârfurilor de cerere și deficitului de alimentare a unuia sau mai multor furnizori. În acest sens, publică la fiecare 2 ani, până la 31 iulie, un raport care să evidențieze constatările făcute în monitorizarea acestor aspecte, precum și orice măsuri luate sau preconizate în vederea abordării lor și înaintează imediat acest raport Comisiei Europene;...k)promovează și facilitează, împreună cu ANRE, cooperarea dintre operatorii de transport și de sistem la nivel regional, inclusiv în ceea ce privește aspectele transfrontaliere, cu scopul de a crea o piață internă competitivă a gazelor naturale; această cooperare acoperă zonele geografice definite în conformitate cu art. 12 alin. (3) din Regulamentul (CE) nr. 715/2009 al Parlamentului European și al Consiliului din 13 iulie 2009 privind condițiile de acces la rețelele pentru transportul gazelor naturale și de abrogare a Regulamentului (CE) nr. 1.775/2005 , precum și alte zone geografice;...l)asigură punerea în aplicare a măsurilor prevăzute în Regulamentul (UE) nr. 994/2010 al Parlamentului European și al Consiliului din 20 octombrie 2010 privind măsurile de garantare a securității aprovizionării cu gaze naturale și de abrogare a Directivei 2004/67/CE a Consiliului;...m)avizează, împreună cu Ministerul Muncii, Familiei și Protecției Sociale, normativele de protecție a muncii în sectorul gazelor naturale;...n)realizează planul național de acțiune în cazuri de sărăcie energetică, definește situațiile critice și clienții care nu pot fi deconectați în astfel de situații....",,,102,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7559,75,103,Articolul 103,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Obiectul concesiunii...Bunurile proprietate publică aferente obiectivelor/sistemelor de transport și înmagazinare a gazelor naturale, precum și serviciile de transport, de înmagazinare și de distribuție a gazelor naturale fac obiectul concesionării către persoane juridice române sau străine, în condițiile legii.",,,103,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7560,75,104,Articolul 104,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Concesionarea serviciului public de distribuție a gazelor naturale...(1)...Serviciul public de distribuție a gazelor naturale se concesionează pentru una sau mai multe zone delimitate - unități administrativ-teritoriale; concesiunea este exclusivă pentru zonele delimitate în care s-a acordat....(2)...Ministerul de resort inițiază procesul de atribuire a concesiunii, în urma solicitării primite de la o persoană sau autoritate publică interesată, în condițiile legii; solicitarea este însoțită de un studiu de fezabilitate aprobat de către ANRE....(3)...Studiul de fezabilitate prevăzut la alin. (2) se întocmește, în conformitate cu prevederile metodologiei elaborate și aprobate de către ANRE, de un operator economic autorizat de ANRE, se avizează prin decizie a ANRE și este parte integrantă din documentația de atribuire a concesiunii....(4)...Decizia favorabilă a ANRE este obligatorie pentru inițierea procesului de atribuire a concesiunii serviciului public de distribuție a gazelor naturale....(5)...Concedentul, în colaborare cu ANRE, va lua măsurile ce se impun astfel încât să se asigure, după caz, concesionarea mai multor unități administrativ-teritoriale învecinate în cadrul unui singur contract; ministerul de resort și autoritatea competentă vor urmări ca soluția tehnică de alimentare a zonei concesionate să fie realizată, de regulă, prin intermediul unui singur racord....(6)...În condiții justificate, concedentul serviciului public de distribuție, cu avizul prealabil al ANRE, poate decide extinderea zonei concesionate pentru una sau mai multe localități aparținătoare unității administrativ-teritoriale, din cadrul căreia, pentru cel puțin o localitate, serviciul de distribuție a fost deja concesionat; extinderea zonei concesionate se realizează prin act adițional la contractul de concesiune încheiat cu concesionarul din zona respectivă, definită conform prevederilor alin. (1)....(7)...După adjudecarea concesiunii, în vederea desfășurării activității, concesionarul solicită autorizațiile/licențele specifice prevăzute de legislația în vigoare....(8)...Solicitanții de gaze naturale situați în zone delimitate care nu sunt concesionate pot fi alimentați în condițiile prevăzute la art. 152.",,,104,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7561,75,105,Articolul 105,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Asigurarea urmăririi executării lucrărilor...Concesionarul serviciului public de distribuție a gazelor naturale trebuie să asigure urmărirea executării lucrărilor prevăzute în contractul de concesiune, prin personal propriu, autorizat conform reglementărilor ANRE, precum și prin personal contractual, autorizat conform legislației în vigoare.",,,105,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7562,75,106,Articolul 106,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Retragerea concesiunii...(1)...Dreptul de concesiune poate fi retras de concedent în situațiile în care titularul:a)nu efectuează volumul de lucrări în termenele prevăzute în contract;...b)nu respectă clauzele esențiale definite ca atare de către părțile din contract, care includ obligatoriu clauzele privind plata redevențelor și protecția mediului;...c)încalcă în mod sistematic condițiile de valabilitate ale licențelor de distribuție a gazelor naturale sau ale legislației privitoare la siguranța în funcționare a obiectivelor.......(2)...Decizia de retragere a concesiunii emisă de concedent poate fi contestată, în termen de 60 de zile de la comunicare, la instanța de contencios administrativ competentă. Decizia rămasă definitivă va fi publicată conform prevederilor legale....(3)...Licența corelativă concesiunii se retrage de ANRE, în condițiile încetării contractului de concesiune.",,,106,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7563,75,107,Articolul 107,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Încetarea contractului de concesiune...(1)...La încetarea din orice motiv a contractului de concesiune, bunurile aferente serviciului public de distribuție aflate în proprietatea concesionarului pot fi preluate, în tot sau în parte, de către concedent sau de către un alt concesionar, cu acordul concedentului, în schimbul plății unei compensații egale cu valoarea reglementată rămasă neamortizată, stabilită de ANRE....(2)...În cazul în care contractul de concesiune încetează din vina exclusivă a concesionarului, acesta nu poate beneficia de compensații de la concedent sau alt concesionar, cu excepția unei compensații egale cu valoarea reglementată rămasă neamortizată, stabilită de ANRE.",,,107,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7564,75,108,Articolul 108,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Drepturile concesionarului...(1)...Pentru realizarea serviciului de transport sau de distribuție, în cazul utilizării bunurilor proprietate a terților, concesionarul are următoarele drepturi:a)să folosească aceste bunuri prin efectul legii;...b)fără a se aduce atingere dreptului prevăzut la lit. a), condițiile de exercitare a acestuia sunt cele prevăzute în procesul-verbal de predare în exploatare și/sau în contract;...c)să includă costurile aferente lucrărilor de exploatare, întreținere, reparații și modernizare și altele, efectuate pentru bunuri, la stabilirea tarifului pentru serviciul prestat, în condițiile reglementărilor ANRE specifice;...d)cu acordul proprietarului, să preia aceste bunuri în proprietatea sa, cu o justă despăgubire;...e)să dezvolte sistemul;...f)să utilizeze întreaga capacitate a bunului;...g)să asigure accesul unor noi solicitanți, cu respectarea uneia dintre următoarele condiții:......1. prezentarea acceptului proprietarului;...2. prezentarea acordului solicitantului de acces privind despăgubirea proprietarului; acordul solicitantului se prezumă atunci când acesta consimte în scris, printr-un act autentic, să îl despăgubească pe proprietar pentru partea ce îi revine din investiția făcută;h)să solicite proprietarului bunului documente tehnico-economice care să facă dovada calității materialelor și lucrărilor efectuate, precum și a valorii investiției;...i)să înlocuiască bunurile în urma unor necesități apărute în scopul modernizării, măririi capacității sistemului sau ca urmare a creșterii gradului de uzură ori deteriorării acestora; concesionarul are obligația să înlocuiască aceste bunuri în conformitate cu reglementările aprobate de ANRE în acest scop; concesionarul este proprietarul bunurilor astfel înlocuite.......(2)...Corelativ cu drepturile prevăzute la alin. (1), operatorii sistemelor de transport/distribuție se obligă:a)să finanțeze, la expirarea duratei de funcționare, investițiile aferente înlocuirii bunurilor;...b)să opereze și să întrețină bunurile pentru funcționarea în condiții de siguranță a sistemului.......(3)...În vederea asigurării continuității și a siguranței în alimentarea cu gaze naturale a clienților, în cazul în care prestarea serviciului public de transport/distribuție se realizează prin intermediul bunurilor proprietate a terților, se interzice schimbarea destinației pentru care aceste bunuri au fost construite.",,,108,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7565,75,109,Articolul 109,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Dreptul de uz și dreptul de servitute...Asupra terenurilor și altor bunuri proprietate publică sau proprietate privată a persoanelor fizice sau juridice, precum și asupra activităților desfășurate de persoane fizice sau juridice în vecinătatea capacităților, concesionarii din sectorul gazelor naturale beneficiază, în condițiile legii, pe durata lucrărilor de dezvoltare, reabilitare, modernizare, respectiv de exploatare și de întreținere a capacităților respective, de următoarele drepturi:a)dreptul de uz pentru executarea lucrărilor necesare în vederea realizării, reabilitării sau modernizării obiectivelor/sistemelor;...b)dreptul de uz pentru asigurarea funcționării normale a capacității prin efectuarea reviziilor, reparațiilor și a intervențiilor necesare;...c)dreptul de servitute legală de trecere subterană, de suprafață sau aeriană pentru instalarea de rețele, de conducte, de linii sau de alte echipamente aferente obiectivelor/sistemelor și pentru accesul la locul de amplasare a acestora;...d)dreptul de a obține restrângerea sau încetarea unor activități care ar putea pune în pericol persoane și bunuri;...e)dreptul de acces la utilitățile publice....",,,109,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7566,75,110,Articolul 110,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Dreptul de uz pentru executarea lucrărilor...În exercitarea dreptului de uz pentru executarea lucrărilor necesare în vederea realizării, reabilitării sau modernizării obiectivelor/sistemelor, concesionarul poate:a)să depoziteze pe terenurile proprietate privată, în măsura strict necesară, materiale, echipamente, utilaje și instalații;...b)să desființeze culturi sau plantații ori alte amenajări existente ori numai să le restrângă, în măsura strict necesară, pentru executarea lucrărilor, în condițiile legii;...c)să extragă materiale, să capteze apă, în condițiile prevăzute de legislația în vigoare;...d)să instaleze utilaje și să lucreze cu acestea, să amplaseze birouri și locuințe de șantier;...e)să oprească ori să restrângă activități ale proprietarului, în măsura strict necesară, pentru executarea lucrărilor pentru obiectivul/sistemul respectiv....",,,110,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7567,75,111,Articolul 111,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Dreptul de uz pentru asigurarea funcționării normale a obiectivului/sistemului...(1)...Dreptul de uz pentru asigurarea funcționării normale a obiectivului/sistemului se întinde pe toată durata de funcționare a acestuia, iar exercitarea lui se face ori de câte ori este necesar pentru asigurarea funcționării normale a obiectivului/sistemului....(2)...În exercitarea dreptului prevăzut la alin. (1) concesionarul poate:a)să depoziteze materiale, echipamente, utilaje, instalații pentru întreținere, revizii, reparații și intervenții;...b)să instaleze utilaje și să lucreze cu acestea;...c)să afecteze culturi, plantații sau alte amenajări existente și să restrângă activități ale proprietarului, în măsura și pe durata strict necesară, în vederea executării operațiunilor de întreținere, reparații, revizii sau intervenții....",,,111,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7568,75,112,Articolul 112,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Dreptul de servitute legală de trecere subterană, de suprafață sau aeriană...Servitutea legală de trecere subterană, de suprafață sau aeriană cuprinde dreptul la instalare de rețele, de conducte, linii, stâlpi și de alte echipamente aferente capacității, precum și accesul la locul de amplasare a acestora pentru intervenții, întreținere, reparații, revizii, modificări și exploatare, conform prevederilor legale în vigoare.",,,112,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7569,75,113,Articolul 113,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Exercitarea drepturilor de uz și de servitute...(1)...Drepturile de uz și de servitute au ca obiect utilitatea publică, au caracter legal, iar conținutul acestora este prevăzut la art. 108 și se exercită fără înscriere în cartea funciară, pe toată durata existenței obiectivului/sistemului de gaze naturale sau, temporar, cu ocazia retehnologizării unei capacități în funcțiune, reparației, reviziei, lucrărilor de intervenție, în caz de avarie....(2)...Exercitarea drepturilor de uz și de servitute asupra proprietăților private afectate de obiectivul/sistemul care se vor realiza după intrarea în vigoare a prezentei legi se face în conformitate cu regulile procedurale privind condițiile și termenii referitori la durată, conținutul și limitele de exercitare a acestor drepturi, prevăzute într-o convenție-cadru, precum și pentru determinarea cuantumului indemnizațiilor și a despăgubirilor și a modului de plată a acestora, care se aprobă, împreună cu convenția-cadru, prin hotărâre a Guvernului, la propunerea ministerului de resort....(3)...Proprietarii terenurilor afectate de exercitarea drepturilor de uz și de servitute de către titularii de licențe și autorizații pot solicita încheierea de convenții, conform prevederilor alin. (2)....(4)...Titularii de licențe și autorizații sunt obligați să procedeze la încheierea convențiilor-cadru prevăzute la alin. (2), în termen de maximum 30 de zile de la solicitarea proprietarilor afectați....(5)...Dacă, cu ocazia intervențiilor pentru dezvoltare, modernizare, reparații, revizii, avarii, se produc pagube proprietarilor din vecinătatea obiectivelor/sistemelor din domeniul gazelor naturale, concesionarii au obligația să plătească despăgubiri în condițiile legii....(6)...Despăgubirile se stabilesc avându-se în vedere următoarele criterii:a)suprafața de teren afectată cu ocazia lucrărilor;...b)valorile pentru producțiile estimate ale culturilor și plantațiilor afectate, comunicate de organismele abilitate, precum și amenajările afectate de lucrări;...c)valoarea de circulație a bunurilor imobile afectate.......(7)...Cuantumul despăgubirii se stabilește prin acordul părților sau, în cazul în care părțile nu se înțeleg, prin hotărâre judecătorească.",,,113,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7570,75,114,Articolul 114,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Dreptul de a obține restrângerea sau sistarea activităților...(1)...Pentru a evita punerea în pericol a persoanelor, a bunurilor sau a unor activități desfășurate în zona de executare a lucrărilor de dezvoltare, reabilitare, modernizare a obiectivelor/sistemelor, precum și a operațiunilor de revizie, de întreținere sau de reparație la obiectivul/sistemul aflat în funcțiune, concesionarul are dreptul de a obține restrângerea sau sistarea, în măsura necesară și pe durata lucrărilor sau a operațiunilor menționate, a activităților desfășurate în vecinătate de alte persoane....(2)...Operatorul sistemului de distribuție are dreptul să intervină în orice moment asupra rețelelor de distribuție a gazelor naturale în vederea realizării unor lucrări de reparații în regim de urgență, în conformitate cu reglementările ANRE, fără a fi necesară obținerea în prealabil a avizelor și autorizațiilor prevăzute de prezentul titlu, în vederea remedierii acelor defecte care pun în pericol siguranța și securitatea consumatorilor.",,,114,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7571,75,115,Articolul 115,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Dreptul de acces la utilitățile publice...Dreptul de acces la utilitățile publice trebuie exercitat de concesionar cu bună-credință, fără a prejudicia accesul altor persoane la respectivele utilități publice.",,,115,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7572,75,116,Articolul 116,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Dreptul de a contracta furnizarea sau prestarea de servicii...Pentru consecințele secundare cauzate sau care pot fi produse prin dezvoltarea, reabilitarea sau modernizarea, respectiv prin funcționarea unor obiective/sisteme din sectorul gazelor naturale, concesionarul poate contracta cu persoanele interesate, în calitate de beneficiar, furnizarea sau prestarea de servicii corespunzătoare, în condițiile legii.",,,116,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7573,75,117,Articolul 117,,Gazele naturale,,Concesionarea și regimul drepturilor asupra proprietății altuia,,,,,"Instituirea zonelor de protecție sau siguranță...Pentru protecția și funcționarea normală a obiectivelor/sistemelor din sectorul gazelor naturale, ANRE instituie, prin norme tehnice, zone de protecție și de siguranță a acestora.",,,117,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7574,75,118,Articolul 118,,Gazele naturale,,Autorizații și licențe,,,,,"Regimul de autorizare...(1)...Înființarea de noi conducte de alimentare din amonte aferente producției de gaze naturale, precum și de noi obiective de producție de biogaz, biometan, GNL și GNCV sau de noi sisteme de transport, înmagazinare și distribuție a gazelor naturale de către persoane juridice române sau străine se desfășoară pe bază de autorizații de înființare....(2)...Desfășurarea activităților de furnizare a gazelor naturale, a biogazului/biometanului, GNL, GNCV, GPL, de operare a conductelor de alimentare din amonte aferente producției sau de înmagazinare a gazelor naturale, a sistemelor de transport, de distribuție, a terminalelor GNL, precum și administrarea piețelor centralizate de gaze naturale se realizează pe bază de licență....(3)...Procedura de acordare, modificare, suspendare și retragere a autorizațiilor și licențelor, termenele și condițiile de acordare se stabilesc prin regulamente elaborate de ANRE.",,,118,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7575,75,119,Articolul 119,,Gazele naturale,,Autorizații și licențe,,,,,"Categorii de autorizații și licențe...Autoritatea competentă emite:...1. autorizații de proiectare/execuție/exploatare pentru:a)conducte de alimentare din amonte;...b)sisteme de transport al gazelor naturale;...c)sisteme de distribuție a gazelor naturale;...d)instalații de utilizare a gazelor naturale;...e)instalații aferente activității de producere/stocare GNCV/biogaz/biometan;...f)instalații tehnologice de suprafață aferente înmagazinării gazelor naturale;......2. autorizații pentru înființarea:a)conductelor de alimentare din amonte;...b)instalațiilor tehnologice de suprafață aferente înmagazinării, în cazul unor noi depozite;...c)instalațiilor de producere a biogazului/biometanului;...d)sistemelor de transport/distribuție a gazelor naturale, în cazul unor noi sisteme;...e)instalațiilor GNL, GNCV;......3. licențe pentru desfășurarea activităților de:a)furnizare de gaze naturale, biogaz/biometan, GNL, GNCV, GPL;...b)operare a sistemelor de transport, distribuție sau de înmagazinare subterană;...c)operare a conductelor de alimentare din amonte aferente producției gazelor naturale;...d)operare a terminalelor GNL;...e)administrare a piețelor centralizate....",,,119,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7576,75,120,Articolul 120,,Gazele naturale,,Autorizații și licențe,,,,,"Refuz de acordare a unei autorizații sau licențe...(1)...ANRE poate refuza acordarea unei autorizații/licențe în următoarele cazuri:a)solicitantul nu îndeplinește condițiile prevăzute în regulamentele specifice;...b)solicitantul se află în procedura de reorganizare judiciară sau de faliment;...c)solicitantului i-a fost retrasă de către ANRE o autorizație/licență în ultimii 5 ani pentru motive imputabile acestuia;...d)pentru construirea și exploatarea sistemelor de distribuție a gazelor naturale într-o zonă delimitată pentru care a fost emisă autorizație/licență unui alt agent economic.......(2)...Motivele pentru care se refuză acordarea unei autorizații/licențe trebuie să fie obiective și nediscriminatorii, refuzul se dispune și se motivează prin decizie a președintelui ANRE, solicitantul putând ataca decizia la instanța judecătorească de contencios administrativ, în condițiile legii....(3)...Motivele pentru care se refuză acordarea unei autorizații de înființare se notifică Comisiei Europene.",,,120,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7577,75,121,Articolul 121,,Gazele naturale,,Autorizații și licențe,,,,,"Proiectarea și execuția obiectivelor din sectorul gazelor naturale...(1)...În vederea proiectării, execuției și exploatării obiectivelor/sistemelor din sectorul gazelor naturale, persoanele juridice au obligația de a deține autorizații emise de ANRE în baza unui regulament specific....(2)...Obiectivele din sectorul gazelor naturale, precum și lucrările de modificare, modernizare sau extindere a acestora sunt proiectate și executate de persoane juridice autorizate....(3)...În vederea proiectării și execuției obiectivelor/sistemelor din sectorul gazelor naturale, persoanele fizice au obligația de a deține calitatea de instalator autorizat, acordată de ANRE în baza unui regulament specific.",,,121,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7578,75,122,Articolul 122,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Obligații comune ale titularilor de licențe...(1)...Obligațiile comune ale titularilor de licențe din sectorul gazelor naturale, indiferent de forma de proprietate sau de regimul juridic al acestora, sunt următoarele:a)să țină, în sistemul de contabilitate internă, evidențe contabile separate pe tipuri de activități desfășurate și pentru fiecare dintre activitățile reglementate, așa cum li s-ar cere să facă dacă respectivele activități ar fi realizate de operatori economici separați, astfel încât să permită reflectarea exactă a veniturilor și cheltuielilor aferente fiecărei activități, în scopul evitării discriminării și subvențiilor încrucișate, precum și pentru încurajarea competiției; de asemenea, aceștia țin evidențe contabile separate, care pot fi consolidate, pentru alte activități din sectorul gazelor naturale, precum și pentru alte activități din afara sectorului gazelor naturale; veniturile rezultate din deținerea în proprietate a rețelei de transport sau de distribuție trebuie specificate separat în conturi analitice de venituri; evidențele contabile interne cuprind un bilanț și un cont de profit și de pierderi pentru fiecare activitate în parte;...b)să întocmească, să supună spre auditare și să publice situațiile financiare anuale la nivel de operator economic, care nu cuprind în mod distinct sediile secundare fără personalitate juridică, conform legislației specifice, adoptate în conformitate cu cea de-a Patra Directivă 78/660/CEE a Consiliului din 25 iulie 1978;...c)să păstreze confidențialitatea informațiilor comerciale obținute de la terți;...d)să nu abuzeze de informațiile sensibile din punct de vedere comercial, obținute de la terți în procesul de asigurare a accesului la sistem;...e)să furnizeze informațiile necesare pentru accesul terților la sistem într-o manieră clară, transparentă, ușor accesibilă și la intervale adecvate;...f)să dețină toate autorizațiile și licențele prevăzute de legislația în vigoare;...g)să respecte condițiile de valabilitate asociate autorizațiilor și licențelor acordate de ANRE;...h)să utilizeze gazele naturale cu respectarea prevederilor art. 181;...i)să pună la dispoziția ANRE, la cerere, copii de pe toate contractele de achiziție/vânzare-cumpărare/furnizare a gazelor naturale și de tranzit al gazelor naturale, după caz.......(2)...Operatorii economici care nu au obligația de a publică situațiile financiare anuale păstrează la sediul lor un exemplar din acestea, la dispoziția publicului....(3)...Activitatea de audit prevăzută la alin. (1) lit. b) constă, în special, în verificarea respectării obligației de a evita discriminările și subvențiile încrucișate între activitățile desfășurate de operatorul economic auditat....(4)...În contabilitatea lor internă, operatorii economici sunt obligați să stabilească regulile de alocare a activului și pasivului, a cheltuielilor și veniturilor, precum și a pierderilor, pe care le vor aplica pentru a ține evidențele separate prevăzute la alin. (1) lit. a); aceste reguli pot fi modificate numai în cazuri excepționale și trebuie să fie menționate și justificate în mod corespunzător, conform reglementărilor ANRE....(5)...Operatorii economici indică prin note explicative la evidențele contabile reglementate orice tranzacție realizată cu întreprinderile conexe, de o anumită importanță, conform reglementărilor ANRE; prin întreprinderi conexe se înțelege întreprinderi afiliate, în sensul art. 41 din a Șaptea Directivă 83/349/CEE a Consiliului din 13 iunie 1983 și/sau întreprinderi asociate în sensul art. 33 alin. (1) din același document, și/sau întreprinderi care aparțin acelorași acționari.",,,122,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
7579,75,123,Articolul 123,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Producătorul de gaze naturale...Producătorul de gaze naturale este persoana fizică sau juridică ce are ca specific activitatea de producție a gazelor naturale, a biogazului/biometanului sau altor tipuri de gaze, în condițiile prezentului titlu.",,,123,2025-11-11 17:10:02.64647,2025-11-11 17:10:02.64647,pending,,,,
